Company Name,Symbol, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
Supreme Holdings & Hospitality (India) Limited,SUPREME,EQ,03-FEB-2025,10,1,INE822E01011,10
Supreme Industries Limited,SUPREMEIND,EQ,19-JUL-1995,2,1,INE195A01028,2
Supreme Infrastructure India Limited,SUPREMEINF,BZ,18-OCT-2007,10,1,INE550H01011,10
Supriya Lifescience Limited,SUPRIYA,EQ,28-DEC-2021,2,1,INE07RO01027,2
Suraj Estate Developers Limited,SURAJEST,EQ,26-DEC-2023,5,1,INE843S01025,5
Suraj Limited,SURAJLTD,EQ,29-AUG-2024,10,1,INE713C01016,10
Suraksha Diagnostic Limited,SURAKSHA,EQ,06-DEC-2024,2,1,INE877V01027,2
Surana Solar Limited,SURANASOL,EQ,07-JAN-2011,5,1,INE272L01022,5
Surana Telecom and Power Limited,SURANAT&P,EQ,22-MAY-2002,1,1,INE130B01031,1
Suryalakshmi Cotton Mills Limited,SURYALAXMI,EQ,15-JUN-2005,10,1,INE713B01026,10
Surya Roshni Limited,SURYAROSNI,EQ,10-MAY-1995,5,1,INE335A01020,5
Suryoday Small Finance Bank Limited,SURYODAY,EQ,26-MAR-2021,10,1,INE428Q01011,10
Sutlej Textiles and Industries Limited,SUTLEJTEX,BE,14-DEC-2006,1,1,INE645H01027,1
Suven Life Sciences Limited,SUVEN,BE,23-OCT-2003,1,1,INE495B01038,1
Suvidhaa Infoserve Limited,SUVIDHAA,BE,31-MAR-2021,1,1,INE018401013,1
Suyog Telematics Limited,SUYOG,BE,20-AUG-2024,10,1,INE442P01014,10
Suzlon Energy Limited,SUZLON,EQ,19-OCT-2005,2,1,INE040H01021,2
Shree Vasu Logistics Limited,SVLL,BE,21-APR-2023,10,1,INE00CE01017,10
SVP GLOBAL TEXTILES LIMITED,SVPGLOB,BE,14-JUL-2021,1,1,INE308E01029,1
Swan Energy Limited,SWANENERGY,EQ,29-MAY-2012,1,1,INE665A01038,1
Swaraj Engines Limited,SWARAJENG,EQ,06-DEC-1995,10,1,INE277A01016,10
Swelect Energy Systems Limited,SWELECTES,BE,09-MAY-2006,10,1,INE409B01013,10
Swiggy Limited,SWIGGY,EQ,13-NOV-2024,1,1,INE00H001014,1
Sterling and Wilson Renewable Energy Limited,SWSOLAR,EQ,20-AUG-2019,1,1,INE00M201021,1
Symphony Limited,SYMPHONY,EQ,15-JUN-2011,2,1,INE225D01027,2
Syncom Formulations (India) Limited,SYNCOMF,BE,18-NOV-2022,1,1,INE312C01025,1
Syngene International Limited,SYNGENE,EQ,11-AUG-2015,10,1,INE398R01022,10
Syrma SGS Technology Limited,SYRMA,EQ,26-AUG-2022,10,1,INE0DYJ01015,10
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,EQ,27-JUL-1995,10,1,INE123C01018,10
Taj GVK Hotels & Resorts Limited,TAJGVK,EQ,20-DEC-2000,2,1,INE586B01026,2
Take Solutions Limited,TAKE,BZ,27-AUG-2007,1,1,INE142I01023,1
Talbros Automotive Components Limited,TALBROAUTO,EQ,29-SEP-2006,2,1,INE187D01029,2
Tanla Platforms Limited,TANLA,EQ,05-JAN-2007,1,1,INE483C01032,1
Tara Chand InfraLogistic Solutions Limited,TARACHAND,BE,16-APR-2024,2,1,INE555Z01020,2
Tarapur Transformers Limited,TARAPUR,BE,18-MAY-2010,10,1,INE747K01017,10
TARC Limited,TARC,EQ,18-DEC-2020,2,1,INE0EK901012,2
Transformers And Rectifiers (India) Limited,TARIL,EQ,28-DEC-2007,1,1,INE763I01026,1
Tarmat Limited,TARMAT,EQ,09-JUL-2007,10,1,INE924H01018,10
Tarsons Products Limited,TARSONS,EQ,26-NOV-2021,2,1,INE144Z01023,2
Tasty Bite Eatables Limited,TASTYBITE,EQ,23-MAR-2017,10,1,INE488B01017,10
Tata Chemicals Limited,TATACHEM,EQ,01-APR-1999,10,1,INE092A01019,10
Tata Communications Limited,TATACOMM,EQ,12-APR-1995,10,1,INE151A01013,10
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,EQ,18-NOV-1998,1,1,INE192A01025,1
Tata Elxsi Limited,TATAELXSI,EQ,17-SEP-2003,10,1,INE670A01012,10
Tata Investment Corporation Limited,TATAINVEST,EQ,24-JUN-1998,10,1,INE672A01018,10
Tata Motors Limited,TATAMOTORS,EQ,22-JUL-1998,2,1,INE155A01022,2
Tata Power Company Limited,TATAPOWER,EQ,03-APR-1996,1,1,INE245A01021,1
Tata Steel Limited,TATASTEEL,EQ,18-NOV-1998,1,1,INE081A01020,1
Tata Technologies Limited,TATATECH,EQ,30-NOV-2023,2,1,INE142M01025,2
Tatva Chintan Pharma Chem Limited,TATVA,EQ,29-JUL-2021,10,1,INE0GK401011,10
TBO Tek Limited,TBOTEK,EQ,15-MAY-2024,1,1,INE673O01025,1
Tribhovandas Bhimji Zaveri Limited,TBZ,EQ,09-MAY-2012,10,1,INE760L01018,10
Transport Corporation of India Limited,TCI,EQ,21-JAN-2002,2,1,INE688A01022,2
TCI Express Limited,TCIEXP,EQ,15-DEC-2016,2,1,INE586V01016,2
TCI Finance Limited,TCIFINANCE,EQ,21-MAY-1997,10,1,INE911B01018,10
TCPL Packaging Limited,TCPLPACK,EQ,17-OCT-2017,10,1,INE822C01015,10
Tata Consultancy Services Limited,TCS,EQ,25-AUG-2004,1,1,INE467B01029,1
TD Power Systems Limited,TDPOWERSYS,EQ,08-SEP-2011,2,1,INE419M01027,2
Teamlease Services Limited,TEAMLEASE,EQ,12-FEB-2016,10,1,INE985S01024,10
Tech Mahindra Limited,TECHM,EQ,28-AUG-2006,5,1,INE669C01036,5
Techno Electric & Engineering Company Limited,TECHNOE,EQ,04-DEC-2018,2,1,INE285K01026,2
TECIL Chemicals and Hydro Power Limited,TECILCHEM,BE,06-DEC-1995,10,50,INE014B01011,10
Tega Industries Limited,TEGA,EQ,13-DEC-2021,10,1,INE011K01018,10
Tejas Networks Limited,TEJASNET,EQ,27-JUN-2017,10,1,INE010J01012,10
Tembo Global Industries Limited,TEMBO,BE,23-APR-2021,10,1,INE869Y01010,10
Tera Software Limited,TERASOFT,BE,29-DEC-2016,10,1,INE482B01010,10
Texmaco Infrastructure & Holdings Limited,TEXINFRA,EQ,09-SEP-2004,1,1,INE435C01024,1
Texmo Pipes and Products Limited,TEXMOPIPES,EQ,10-MAR-2010,10,1,INE141K01013,10
Texmaco Rail & Engineering Limited,TEXRAIL,EQ,03-MAR-2011,1,1,INE621L01012,1
Tourism Finance Corporation of India Limited,TFCILTD,EQ,26-JUL-2000,10,1,INE305A01015,10
Transwarranty Finance Limited,TFL,BE,26-FEB-2007,10,1,INE804H01012,10
TGB Banquets And Hotels Limited,TGBHOTELS,EQ,17-MAY-2007,10,1,INE797H01018,10
Thangamayil Jewellery Limited,THANGAMAYL,EQ,19-FEB-2010,10,1,INE085J01014,10
The Investment Trust Of India Limited,THEINVEST,EQ,02-AUG-2017,10,1,INE924D01017,10
Thejo Engineering Limited,THEJO,EQ,10-OCT-2023,10,1,INE121N01019,10
Schloss Bangalore Limited,THELEELA,EQ,02-JUN-2025,10,1,INE0AQ201015,10
Themis Medicare Limited,THEMISMED,EQ,02-APR-2007,1,1,INE083B01024,1
Thermax Limited,THERMAX,EQ,30-AUG-1995,2,1,INE152A01029,2
Thomas Cook  (India)  Limited,THOMASCOOK,EQ,07-JUN-2000,1,1,INE332A01027,1
Thomas Scott (India) Limited,THOMASCOTT,EQ,30-JAN-2012,10,1,INE480M01011,10
Thyrocare Technologies Limited,THYROCARE,EQ,09-MAY-2016,10,1,INE594H01019,10
Tilaknagar Industries Limited,TI,EQ,16-JUL-2010,10,1,INE133E01013,10
Twamev Construction and Infrastructure Limited,TICL,BE,16-OCT-2023,1,1,INE388G01026,1
Technocraft Industries (India) Limited,TIIL,EQ,12-FEB-2007,10,1,INE545H01011,10
Tube Investments of India Limited,TIINDIA,EQ,02-NOV-2017,1,1,INE974X01010,1
Tijaria Polypipes Limited,TIJARIA,BE,14-OCT-2011,10,1,INE440L01017,10
TIL Limited,TIL,BE,27-SEP-1995,10,1,INE806C01018,10
Times Guaranty Limited,TIMESGTY,EQ,11-JUN-2002,10,1,INE289C01025,10
Time Technoplast Limited,TIMETECHNO,EQ,13-JUN-2007,1,1,INE508G01029,1
Timken India Limited,TIMKEN,EQ,06-FEB-2007,10,1,INE325A01013,10
Tinna Rubber and Infrastructure Limited,TINNARUBR,EQ,17-APR-2025,10,1,INE015C01016,10
Tips Films Limited,TIPSFILMS,EQ,06-OCT-2022,10,1,INE0LQS01015,10
Tips Music Limited,TIPSMUSIC,EQ,10-NOV-2000,1,1,INE716B01029,1
Thirumalai Chemicals Limited,TIRUMALCHM,EQ,14-MAY-2003,1,1,INE338A01024,1
Tirupati Forge Limited,TIRUPATIFL,BE,04-AUG-2020,2,1,INE319Y01024,2
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,EQ,21-APR-2008,2,1,INE615H01020,2
Titan Company Limited,TITAN,EQ,24-SEP-2004,1,1,INE280A01028,1
Tamilnad Mercantile Bank Limited,TMB,EQ,15-SEP-2022,10,1,INE668A01016,10
Tamilnadu PetroProducts Limited,TNPETRO,EQ,27-OCT-1999,10,1,INE148A01019,10
Tamil Nadu Newsprint & Papers Limited,TNPL,EQ,14-FEB-1996,10,1,INE107A01015,10
Tamilnadu Telecommunication Limited,TNTELE,EQ,04-FEB-2003,10,1,INE141D01018,10
Tokyo Plast International Limited,TOKYOPLAST,EQ,11-OCT-1995,10,1,INE932C01012,10
Tolins Tyres Limited,TOLINS,EQ,16-SEP-2024,5,1,INE0RWQ01014,5
Torrent Pharmaceuticals Limited,TORNTPHARM,EQ,25-NOV-2002,5,1,INE685A01028,5
Torrent Power Limited,TORNTPOWER,EQ,28-NOV-2006,10,1,INE813H01021,10
Total Transport Systems Limited,TOTAL,EQ,28-AUG-2020,10,1,INE336X01012,10
Touchwood Entertainment Limited,TOUCHWOOD,EQ,21-JAN-2020,10,1,INE486Y01013,10
Teamo Productions HQ Limited,TPHQ,BE,30-JAN-2009,1,1,INE065J01024,1
TPL Plastech Limited,TPLPLASTEH,EQ,20-MAY-2015,2,1,INE413G01022,2
Tracxn Technologies Limited,TRACXN,EQ,20-OCT-2022,1,1,INE0HMF01019,1
Transrail Lighting Limited,TRANSRAILL,EQ,27-DEC-2024,2,1,INE454P01035,2
TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD,EQ,01-MAR-1995,10,1,INE757B01015,10
Tree House Education & Accessories Limited,TREEHOUSE,BE,26-AUG-2011,10,1,INE040M01013,10
TREJHARA SOLUTIONS LIMITED,TREJHARA,EQ,28-DEC-2018,10,1,INE00CA01015,10
Transindia Real Estate Limited,TREL,EQ,10-AUG-2023,2,1,INE0O3901029,2
Trent Limited,TRENT,EQ,07-JUN-2004,1,1,INE849A01020,1
TRF Limited,TRF,EQ,26-MAR-2010,10,1,INE391D01019,10
Trident Limited,TRIDENT,EQ,21-FEB-2001,1,1,INE064C01022,1
Trigyn Technologies Limited,TRIGYN,EQ,09-APR-1998,10,1,INE948A01012,10
Triveni Turbine Limited,TRITURBINE,EQ,28-OCT-2011,1,1,INE152M01016,1
Triveni Engineering & Industries Limited,TRIVENI,EQ,13-DEC-2005,1,1,INE256C01024,1
TruCap Finance Limited,TRU,BE,20-JUN-2023,2,1,INE615R01029,2
TTK Healthcare Limited,TTKHLTCARE,EQ,02-DEC-2015,10,1,INE910C01018,10
TTK Prestige Limited,TTKPRESTIG,EQ,22-DEC-1999,1,1,INE690A01028,1
T T Limited,TTL,BE,22-FEB-2007,1,1,INE592B01024,1
Tata Teleservices (Maharashtra) Limited,TTML,BE,20-OCT-2000,10,1,INE517B01013,10
TVS Electronics Limited,TVSELECT,BE,26-DEC-2003,10,1,INE236G01019,10
TVS Holdings Limited,TVSHLTD,EQ,23-OCT-2012,5,1,INE105A01035,5
TVS Motor Company Limited,TVSMOTOR,EQ,02-AUG-2000,1,1,INE494B01023,1
TVS Supply Chain Solutions Limited,TVSSCS,EQ,23-AUG-2023,1,1,INE395N01027,1
TVS Srichakra Limited,TVSSRICHAK,EQ,13-FEB-2007,10,1,INE421C01016,10
TV Today Network Limited,TVTODAY,EQ,16-JAN-2004,5,1,INE038F01029,5
TV Vision Limited,TVVISION,BE,15-SEP-2016,10,1,INE871L01013,10
United Breweries Limited,UBL,EQ,28-JUL-2008,1,1,INE686F01025,1
UCAL LIMITED,UCAL,EQ,13-SEP-1995,10,1,INE139B01016,10
UCO Bank,UCOBANK,EQ,09-OCT-2003,10,1,INE691A01018,10
Udaipur Cement Works Limited,UDAICEMENT,EQ,23-APR-2024,4,1,INE225C01029,4
Updater Services Limited,UDS,EQ,04-OCT-2023,10,1,INE851I01011,10
UFLEX Limited,UFLEX,EQ,23-AUG-1995,10,1,INE516A01017,10
UFO Moviez India Limited,UFO,EQ,14-MAY-2015,10,1,INE527H01019,10
The Ugar Sugar Works Limited,UGARSUGAR,EQ,23-AUG-2010,1,1,INE071E01023,1
Ugro Capital Limited,UGROCAP,EQ,11-AUG-2021,10,1,INE583D01011,10
Ujjivan Small Finance Bank Limited,UJJIVANSFB,EQ,12-DEC-2019,10,1,INE551W01018,10
UltraTech Cement Limited,ULTRACEMCO,EQ,24-AUG-2004,10,1,INE481G01011,10
Uma Exports Limited,UMAEXPORTS,EQ,07-APR-2022,10,1,INE0GIU01018,10
Umang Dairies Limited,UMANGDAIRY,EQ,02-DEC-2015,5,1,INE864B01027,5
Usha Martin Education & Solutions Limited,UMESLTD,EQ,12-JUL-2010,1,1,INE240C01028,1
UMIYA BUILDCON LIMITED,UMIYA-MRO,EQ,01-NOV-2000,5,1,INE398B01018,5
Unichem Laboratories Limited,UNICHEMLAB,EQ,07-FEB-2001,2,1,INE351A01035,2
United Drilling Tools Limited,UNIDT,EQ,25-SEP-2020,10,1,INE961D01019,10
Unicommerce Esolutions Limited,UNIECOM,EQ,13-AUG-2024,1,1,INE00U401027,1
Uniphos Enterprises Limited,UNIENTER,EQ,23-JAN-2004,2,1,INE037A01022,2
Uniinfo Telecom Services Limited,UNIINFO,BE,12-JAN-2022,10,1,INE481Z01011,10
Unimech Aerospace and Manufacturing Limited,UNIMECH,BE,31-DEC-2024,5,1,INE0U3I01011,5
Union Bank of India,UNIONBANK,EQ,24-SEP-2002,10,1,INE692A01016,10
Uniparts India Limited,UNIPARTS,EQ,12-DEC-2022,10,1,INE244O01017,10
United Spirits Limited,UNITDSPR,EQ,27-SEP-2001,2,1,INE854D01024,2
Unitech Limited,UNITECH,BZ,08-SEP-1999,2,1,INE694A01020,2
United Polyfab Gujarat Limited,UNITEDPOLY,EQ,31-DEC-2021,1,1,INE368U01029,1
The United Nilgiri Tea Estates Company Limited,UNITEDTEA,EQ,28-JAN-2015,10,1,INE458F01011,10
Univastu India Limited,UNIVASTU,EQ,22-JUN-2020,10,1,INE562X01013,10
Universal Cables Limited,UNIVCABLES,EQ,17-MAY-1995,10,1,INE279A01012,10
Universus Photo Imagings Limited,UNIVPHOTO,EQ,14-FEB-2020,10,1,INE03V001013,10
UNO Minda Limited,UNOMINDA,EQ,02-FEB-2007,2,1,INE405E01023,2
UPL Limited,UPL,EQ,23-JAN-2004,2,1,INE628A01036,2
Uravi Defence and Technology Limited,URAVIDEF,BE,05-JUL-2023,10,1,INE568Z01015,10
Urja Global Limited,URJA,EQ,28-MAR-2017,1,1,INE550C01020,1
Usha Martin Limited,USHAMART,EQ,11-OCT-2000,1,1,INE228A01035,1
Udayshivakumar Infra Limited,USK,EQ,03-APR-2023,10,1,INE0N0Y01013,10
UTI Asset Management Company Limited,UTIAMC,EQ,12-OCT-2020,10,1,INE094J01016,10
Utkarsh Small Finance Bank Limited,UTKARSHBNK,EQ,21-JUL-2023,10,1,INE735W01017,10
Uttam Sugar Mills Limited,UTTAMSUGAR,EQ,10-APR-2006,10,1,INE786F01031,10
U. Y. Fincorp Limited,UYFINCORP,EQ,03-OCT-2024,5,1,INE152C01025,5
V2 Retail Limited,V2RETAIL,EQ,04-JUL-2007,10,1,INE945H01013,10
Vadilal Industries Limited,VADILALIND,EQ,15-JUN-2011,10,1,INE694D01016,10
Vaibhav Global Limited,VAIBHAVGBL,EQ,05-APR-2004,2,1,INE884A01027,2
Vaishali Pharma Limited,VAISHALI,EQ,15-JAN-2020,2,1,INE972X01022,2
Vakrangee Limited,VAKRANGEE,BE,03-APR-2006,1,1,INE051B01021,1
Valiant Laboratories Limited,VALIANTLAB,EQ,06-OCT-2023,10,1,INE0JWS01017,10
Valiant Organics Limited,VALIANTORG,BE,23-JUL-2021,10,1,INE565V01010,10
Vardhman Acrylics Limited,VARDHACRLC,EQ,30-SEP-2003,10,1,INE116G01013,10
Vardhman Polytex Limited,VARDMNPOLY,EQ,12-MAY-2003,1,1,INE835A01029,1
Varroc Engineering Limited,VARROC,EQ,06-JUL-2018,1,1,INE665L01035,1
Vascon Engineers Limited,VASCONEQ,EQ,15-FEB-2010,10,1,INE893I01013,10
Vaswani Industries Limited,VASWANI,EQ,20-SEP-2011,10,1,INE590L01019,10
Varun Beverages Limited,VBL,EQ,08-NOV-2016,2,1,INE200M01039,2
Vaxtex Cotfab Limited,VCL,BE,19-APR-2022,1,1,INE098201036,1
Vedanta Limited,VEDL,EQ,13-MAY-1998,1,1,INE205A01025,1
Veedol Corporation Limited,VEEDOL,EQ,16-JAN-2007,2,1,INE484C01030,2
Venky's (India) Limited,VENKEYS,EQ,28-JUL-2003,10,1,INE398A01010,10
Ventive Hospitality Limited,VENTIVE,EQ,30-DEC-2024,1,1,INE781S01027,1
Venus Pipes & Tubes Limited,VENUSPIPES,EQ,24-MAY-2022,10,1,INE0JA001018,10
Venus Remedies Limited,VENUSREM,BE,20-DEC-2006,10,1,INE411B01019,10
Veranda Learning Solutions Limited,VERANDA,EQ,11-APR-2022,10,1,INE0IQ001011,10
Vertoz Limited,VERTOZ,BE,14-MAY-2020,1,1,INE188Y01023,1
Vesuvius India Limited,VESUVIUS,EQ,04-OCT-2002,1,1,INE386A01023,1
Veto Switchgears And Cables Limited,VETO,EQ,29-APR-2015,10,1,INE918N01018,10
V-Guard Industries Limited,VGUARD,EQ,13-MAR-2008,1,1,INE951I01027,1
Vardhman Holdings Limited,VHL,EQ,30-JUN-2005,10,1,INE701A01023,10
Viceroy Hotels Limited,VHLTD,BE,03-APR-2024,10,1,INE048C01025,10
Vidhi Specialty Food Ingredients Limited,VIDHIING,EQ,02-MAR-2016,1,1,INE632C01026,1
Vijaya Diagnostic Centre Limited,VIJAYA,EQ,14-SEP-2021,1,1,INE043W01024,1
Viji Finance Limited,VIJIFIN,EQ,11-JUL-2016,1,1,INE159N01027,1
Vikas EcoTech Limited,VIKASECO,EQ,12-DEC-2011,1,1,INE806A01020,1
Vikas Lifecare Limited,VIKASLIFE,EQ,08-MAY-2019,1,1,INE161L01027,1
Vimta Labs Limited,VIMTALABS,EQ,15-DEC-2005,2,1,INE579C01029,2
Vinati Organics Limited,VINATIORGA,EQ,28-JUL-2009,1,1,INE410B01037,1
Vintage Coffee And Beverages Limited,VINCOFE,EQ,18-OCT-2024,10,1,INE498Q01014,10
Vindhya Telelinks Limited,VINDHYATEL,EQ,08-FEB-1995,10,1,INE707A01012,10
Vineet Laboratories Limited,VINEETLAB,BE,15-JUN-2021,10,1,INE505Y01010,10
Vinny Overseas Limited,VINNY,BE,28-NOV-2022,1,1,INE01KI01027,1
Vinyl Chemicals (India) Limited,VINYLINDIA,BE,21-JUL-2008,1,1,INE250B01029,1
VIP Clothing Limited,VIPCLOTHNG,EQ,06-AUG-2007,2,1,INE450G01024,2
VIP Industries Limited,VIPIND,EQ,02-MAR-2005,2,1,INE054A01027,2
Vipul Limited,VIPULLTD,BE,23-APR-2015,1,1,INE946H01037,1
Virinchi Limited,VIRINCHI,EQ,03-MAY-2023,10,1,INE539B01017,10
Visaka Industries Limited,VISAKAIND,EQ,28-AUG-1996,2,1,INE392A01021,2
Visa Steel Limited,VISASTEEL,BE,17-MAR-2006,10,1,INE286H01012,10
Vishnu Chemicals Limited,VISHNU,EQ,05-MAR-2015,2,1,INE270I01022,2
Vishwaraj Sugar Industries Limited,VISHWARAJ,EQ,15-OCT-2019,2,1,INE430N01022,2
Visagar Polytex Limited,VIVIDHA,EQ,21-MAY-2013,1,1,INE370E01029,1
VL E-Governance & IT Solutions Limited,VLEGOV,BE,14-AUG-2023,10,1,INE03HW01020,10
VLS Finance Limited,VLSFINANCE,EQ,25-MAY-1995,10,1,INE709A01018,10
V-Mart Retail Limited,VMART,EQ,20-FEB-2013,10,1,INE665J01013,10
Vishal Mega Mart Limited,VMM,EQ,18-DEC-2024,10,1,INE01EA01019,10
Voltamp Transformers Limited,VOLTAMP,EQ,20-SEP-2006,10,1,INE540H01012,10
Voltas Limited,VOLTAS,EQ,12-APR-1995,1,1,INE226A01021,1
Vishnu Prakash R Punglia Limited,VPRPL,EQ,05-SEP-2023,10,1,INE0AE001013,10
Vraj Iron and Steel Limited,VRAJ,EQ,03-JUL-2024,10,1,INE0S2V01010,10
VRL Logistics Limited,VRLLOG,EQ,30-APR-2015,10,1,INE366I01010,10
Vardhman Special Steels Limited,VSSL,EQ,17-MAY-2012,10,1,INE050M01012,10
VST Industries Limited,VSTIND,EQ,05-SEP-2003,10,1,INE710A01016,10
Vibhor Steel Tubes Limited,VSTL,EQ,20-FEB-2024,10,1,INE0QTF01015,10
V.S.T Tillers Tractors Limited,VSTTILLERS,EQ,20-JUN-2011,10,1,INE764D01017,10
Vardhman Textiles Limited,VTL,EQ,14-JAN-2003,2,1,INE825A01020,2
Waaree Energies Limited,WAAREEENER,EQ,28-OCT-2024,10,1,INE377N01017,10
Indosolar Limited,WAAREEINDO,BE,29-SEP-2010,10,1,INE866K01023,10
Waaree Renewable Technologies Limited,WAAREERTL,EQ,09-APR-2025,2,1,INE299N01021,2
VA Tech Wabag Limited,WABAG,EQ,13-OCT-2010,2,1,INE956G01038,2
Walchandnagar Industries Limited,WALCHANNAG,BE,18-SEP-1996,2,1,INE711A01022,2
Wanbury Limited,WANBURY,BE,29-JAN-2007,10,1,INE107F01022,10
Western Carriers (India) Limited,WCIL,EQ,24-SEP-2024,5,1,INE0CJF01024,5
Wealth First Portfolio Managers Limited,WEALTH,EQ,20-JAN-2021,10,1,INE658T01017,10
Websol Energy System Limited,WEBELSOLAR,EQ,15-MAY-2007,10,1,INE855C01015,10
Weizmann Limited,WEIZMANIND,EQ,10-MAY-1995,10,1,INE080A01014,10
Wonder Electricals Limited,WEL,EQ,17-JAN-2022,1,1,INE02WG01024,1
Welspun Corp Limited,WELCORP,EQ,24-MAY-2005,5,1,INE191B01025,5
Welspun Enterprises Limited,WELENT,EQ,04-NOV-2004,10,1,INE625G01013,10
Welspun Investments and Commercials Limited,WELINV,BE,20-SEP-2010,10,1,INE389K01018,10
Welspun Living Limited,WELSPUNLIV,EQ,04-DEC-2003,1,1,INE192B01031,1
Wendt (India) Limited,WENDT,EQ,07-AUG-2006,10,1,INE274C01019,10
WESTLIFE FOODWORLD LIMITED,WESTLIFE,EQ,05-JUN-2023,2,1,INE274F01020,2
WE WIN LIMITED,WEWIN,EQ,15-JUN-2022,10,1,INE082W01014,10
Wheels India Limited,WHEELS,EQ,07-APR-2000,10,1,INE715A01015,10
Whirlpool of India Limited,WHIRLPOOL,EQ,06-APR-2010,10,1,INE716A01013,10
Williamson Magor & Company Limited,WILLAMAGOR,EQ,08-FEB-1995,10,1,INE210A01017,10
Windlas Biotech Limited,WINDLAS,EQ,16-AUG-2021,5,1,INE0H5O01029,5
Windsor Machines Limited,WINDMACHIN,EQ,17-AUG-2011,2,1,INE052A01021,2
Winsome Yarns Limited,WINSOME,BZ,25-AUG-2011,10,1,INE784B01035,10
The Western India Plywoods Limited,WIPL,EQ,17-APR-2017,10,1,INE215F01023,10
Wipro Limited,WIPRO,EQ,08-NOV-1995,2,1,INE075A01022,2
Wockhardt Limited,WOCKPHARMA,EQ,23-FEB-2000,5,1,INE049B01025,5
Wonderla Holidays Limited,WONDERLA,EQ,09-MAY-2014,10,1,INE066O01014,10
Worth Peripherals Limited,WORTH,EQ,04-AUG-2020,10,1,INE196Y01018,10
W S Industries (I) Limited,WSI,BE,01-AUG-2007,10,1,INE100D01014,10
West Coast Paper Mills Limited,WSTCSTPAPR,EQ,17-JAN-2001,2,1,INE976A01021,2
Xchanging Solutions Limited,XCHANGING,EQ,09-MAR-2005,10,1,INE692G01013,10
Xelpmoc Design And Tech Limited,XELPMOC,EQ,04-FEB-2019,10,1,INE01P501012,10
Xpro India Limited,XPROINDIA,EQ,27-APR-2004,10,1,INE445C01015,10
Xtglobal Infotech Limited,XTGLOBAL,EQ,16-SEP-2024,1,1,INE547B01028,1
Yaari Digital Integrated Services Limited,YAARI,BE,18-AUG-2011,2,1,INE126M01010,2
Yasho Industries Limited,YASHO,EQ,21-AUG-2023,10,1,INE616Z01012,10
Yatharth Hospital & Trauma Care Services Limited,YATHARTH,EQ,07-AUG-2023,10,1,INE0JO301016,10
Yatra Online Limited,YATRA,EQ,28-SEP-2023,1,1,INE0JR601024,1
Yes Bank Limited,YESBANK,EQ,12-JUL-2005,2,1,INE528G01035,2
Yuken India Limited,YUKEN,EQ,02-SEP-2021,10,1,INE384C01016,10
Zaggle Prepaid Ocean Services Limited,ZAGGLE,EQ,22-SEP-2023,1,1,INE07K301024,1
Zee Entertainment Enterprises Limited,ZEEL,EQ,09-SEP-1998,1,1,INE256A01028,1
Zee Learn Limited,ZEELEARN,BE,20-DEC-2010,1,1,INE565L01011,1
Zee Media Corporation Limited,ZEEMEDIA,EQ,10-JAN-2007,1,1,INE966H01019,1
Zenith Exports Limited,ZENITHEXPO,EQ,10-JUL-1996,10,1,INE058B01018,10
Zenith Steel Pipes & Industries Limited,ZENITHSTL,EQ,30-APR-2007,10,1,INE318D01020,10
Zensar Technologies Limited,ZENSARTECH,EQ,09-JUL-2003,2,1,INE520A01027,2
Zen Technologies Limited,ZENTEC,EQ,30-MAR-2015,1,1,INE251B01027,1
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,EQ,01-OCT-2008,5,1,INE342J01019,5
Zim Laboratories Limited,ZIMLAB,EQ,25-NOV-2022,10,1,INE518E01015,10
Zodiac Energy Limited,ZODIAC,BE,14-DEC-2021,10,1,INE761Y01019,10
Zodiac Clothing Company Limited,ZODIACLOTH,EQ,27-SEP-1995,10,1,INE206B01013,10
Zota Health Care LImited,ZOTA,EQ,19-AUG-2019,10,1,INE358U01012,10
Zuari Agro Chemicals Limited,ZUARI,EQ,27-NOV-2012,10,1,INE840M01016,10
ZUARI INDUSTRIES LIMITED,ZUARIIND,EQ,12-APR-1995,10,1,INE217A01012,10
Zydus Lifesciences Limited,ZYDUSLIFE,EQ,18-APR-2000,1,1,INE010B01027,1
Zydus Wellness Limited,ZYDUSWELL,EQ,13-NOV-2009,10,1,INE768C01010,10
